TRAIETTORIA ATOMO -1 - PERIODIC
step 	 x 	 y 	 z
124 	 10.326976383597948 	 10.360748366271693 	 16.897902900847892
125 	 10.331712419166486 	 10.356621922274337 	 16.894140151274613
126 	 10.336371265544123 	 10.352373029195054 	 16.890314978218345
127 	 10.340943215033596 	 10.348011323133573 	 16.88643070383915
128 	 10.345418396900184 	 10.34354612765834 	 16.882491668073435
129 	 10.34978682252964 	 10.338986364643231 	 16.8785032415579
130 	 10.35403843101279 	 10.334340485317334 	 16.874471816368434
131 	 10.358163135596232 	 10.329616417612112 	 16.870404777422433
132 	 10.362150871724882 	 10.324821527299166 	 16.866310456034345
133 	 10.36599164710846 	 10.319962598652982 	 16.86219785796865
134 	 10.36967558330612 	 10.315046077768208 	 16.85807019575119
135 	 10.373192944428906 	 10.310078487917439 	 16.85391665105736
136 	 10.376534157679913 	 10.30506655437062 	 16.849712744896756
137 	 10.37968982352146 	 10.300017005012434 	 16.845427097483554
138 	 10.382650722033029 	 10.294936116434886 	 16.841031344782333
139 	 10.385407826880126 	 10.289829135339172 	 16.836510098851765
140 	 10.387952336111994 	 10.284699748396331 	 16.83186815216784
141 	 10.390275720142181 	 10.279549788998231 	 16.827132727009992
142 	 10.392369776434519 	 10.274379329926784 	 16.822349750008502
143 	 10.394226675200594 	 10.26918720067492 	 16.817574927194713
144 	 10.395838988925128 	 10.263971804166015 	 16.812862392544798
145 	 10.397199722611143 	 10.2587319495937 	 16.80825508686552
146 	 10.398302393283277 	 10.253467330317486 	 16.803781207274838
147 	 10.399141236010296 	 10.248178296353315 	 16.799459988265017
148 	 10.399711506265994 	 10.242865362445766 	 16.795310085855448
149 	 10.400009732622948 	 10.237529310959655 	 16.79135026193877
150 	 10.400033976744314 	 10.23217138803483 	 16.78759921521177
151 	 10.399784096976118 	 10.22679352742062 	 16.78407541863247
152 	 10.399261999360832 	 10.221398599928214 	 16.780796986297915
153 	 10.398471859297446 	 10.215990683877862 	 16.77778159617679
154 	 10.397420298251827 	 10.21057534943004 	 16.775046495889338
155 	 10.39611650302084 	 10.205159947744852 	 16.772608613676926
156 	 10.394572279634511 	 10.199753894570463 	 16.770484781782958
157 	 10.392802039107798 	 10.194368936711598 	 16.76869205332519
158 	 10.39082271920592 	 10.189019388546276 	 16.767248084738945
159 	 10.388653653332243 	 10.183722324773282 	 16.766171551489396
160 	 10.386316401708777 	 10.178497714662479 	 16.76548255780782
161 	 10.38383455978629 	 10.17336848216407 	 16.76520299931708
162 	 10.381233553923105 	 10.168360475196899 	 16.76535684053073
163 	 10.378540425736123 	 10.163502326493214 	 16.765970276065794
164 	 10.375783597663844 	 10.15882518856359 	 16.7670717513852
165 	 10.372992614349668 	 10.1543623299037 	 16.768691815135433
166 	 10.370197854950575 	 10.150148586015904 	 16.770862776394143
167 	 10.367430208809981 	 10.146219667003463 	 16.773618147707055
168 	 10.36472070618815 	 10.142611334118312 	 16.77699186616179
169 	 10.362100097679695 	 10.139358470262962 	 16.781017300360578
170 	 10.359598380328281 	 10.136494082720656 	 16.78572606987712
171 	 10.357244274917422 	 10.134048287891458 	 16.791146723342205
172 	 10.355064667366484 	 10.132047338258019 	 16.79730334304526
173 	 10.353084036343612 	 10.13051275753696 	 16.804214163227837
174 	 10.351323897420022 	 10.129460648149726 	 16.811890301370067
175 	 10.34980229966005 	 10.128901224580472 	 16.82033470319168
176 	 10.348533412106656 	 10.128838607542958 	 16.829541390980886
177 	 10.3475272343968 	 10.129270889744788 	 16.839495081777038
178 	 10.346789457789793 	 10.130190458461502 	 16.850171209921662
179 	 10.346321491119435 	 10.131584537618929 	 16.86153635223509
180 	 10.346120652218799 	 10.133435895845187 	 16.873549019309664
181 	 10.346180511211791 	 10.135723658791987 	 16.886160747999295
182 	 10.346491359705961 	 10.138424164138433 	 16.8993174111738
183 	 10.347040770880705 	 10.141511804651026 	 16.912960652239907
184 	 10.347814210778061 	 10.144959816090184 	 16.927029353252856
185 	 10.348795661052252 	 10.148740979577564 	 16.941461055331054
186 	 10.349968217419882 	 10.152828220463752 	 16.956193265647546
187 	 10.351314634995765 	 10.157195096480393 	 16.971164603703535
188 	 10.352817800259542 	 10.161816176394321 	 16.986315758401965
189 	 10.354461117503863 	 10.166667319585654 	 17.001590151187635
190 	 10.356228768320287 	 10.17172608376898 	 17.016927582472654
191 	 10.358105942590367 	 10.176972123292073 	 17.032254557085718
192 	 10.360079107919983 	 10.18238710515885 	 17.047487540558656
193 	 10.362136176724704 	 10.187954370907779 	 17.062544110062827
194 	 10.364266507493573 	 10.193658564821478 	 17.077355257617356
195 	 10.366460764927304 	 10.199485359164871 	 17.09187391786069
196 	 10.368710712960928 	 10.205421319707218 	 17.10607753003314
197 	 10.37100901841963 	 10.21145389220535 	 17.11996495949401
198 	 10.373349116468223 	 10.21757146216297 	 17.133549616813728
199 	 10.375725153674415 	 10.223763440065422 	 17.1468510444484
200 	 10.378131994388657 	 10.230020334919393 	 17.159887015288497
201 	 10.380565255697034 	 10.236333784927725 	 17.17266775858125
202 	 10.383021324175827 	 10.242696518484024 	 17.185193551197067
203 	 10.385497302514974 	 10.249102222074674 	 17.197456586626576
204 	 10.387990850221001 	 10.255545311056968 	 17.20944707954137
205 	 10.390500053412916 	 10.262020773021346 	 17.221156619921533
206 	 10.393023366317475 	 10.268524102156574 	 17.232578057325576
207 	 10.395559560371614 	 10.275051240233699 	 17.243705333587787
208 	 10.398107679076084 	 10.281598523359213 	 17.254533332924442
209 	 10.400666997895964 	 10.288162634898189 	 17.265057749643603
210 	 10.403236988488114 	 10.294740564554571 	 17.275274972801515
211 	 10.405817286666714 	 10.301329573281652 	 17.28518198648169
212 	 10.408407663634469 	 10.307927163492002 	 17.294776283929703
213 	 10.411008000102589 	 10.314531053924089 	 17.304055793568125
214 	 10.413618263145661 	 10.32113915847848 	 17.31301881493218
215 	 10.41623848575239 	 10.327749568356584 	 17.321663962756467
216 	 10.418868749027729 	 10.334360536907456 	 17.32999011774287
217 	 10.42150916691457 	 10.340970466728919 	 17.337996382855746
218 	 10.424159873174164 	 10.347577898730377 	 17.3456820442831
219 	 10.426821010212171 	 10.354181502900323 	 17.353046536654745
220 	 10.429492719180981 	 10.360780070539837 	 17.360089412681933
221 	 10.432175131000587 	 10.367372507732208 	 17.36681031724777
222 	 10.434868358169354 	 10.373957829824056 	 17.373208965674184
223 	 10.43757248725234 	 10.380535156700786 	 17.379285125898043
224 	 10.440287571950414 	 10.387103708646158 	 17.38503860429161
225 	 10.443013626669792 	 10.393662802584252 	 17.390469234860525
226 	 10.445750620527054 	 10.4002118485138 	 17.395576871548506
227 	 10.448498471738304 	 10.406750345961115 	 17.400361383374765
228 	 10.451257042352248 	 10.41327788029935 	 17.404822652129045
229 	 10.454026133295962 	 10.419794118808307 	 17.408960572350544
230 	 10.456805479709207 	 10.426298806379378 	 17.412775053320583
231 	 10.45959474654882 	 10.432791760803223 	 17.416266022803722
232 	 10.462393524449256 	 10.439272867607638 	 17.41943343227842
233 	 10.465201325825973 	 10.445742074413912 	 17.422277263421257
234 	 10.468017581309303 	 10.452199384796689 	 17.424797535537035
235 	 10.470841636828892 	 10.458644851654391 	 17.42699431345429
236 	 10.473672751580265 	 10.465078570111773 	 17.428867715459358
237 	 10.476510096994213 	 10.471500669929066 	 17.430417920899718
238 	 10.479352756721854 	 10.47791130741465 	 17.431645177178428
239 	 10.482199727556045 	 10.484310656877975 	 17.432549805973448
240 	 10.485049921156381 	 10.490698901669223 	 17.43313220857432
241 	 10.48790216643038 	 10.497076224835302 	 17.433392870264633
242 	 10.490755212441764 	 10.503442799402388 	 17.43333236375647
243 	 10.493607731757562 	 10.509798778301066 	 17.432951351741536
244 	 10.4964583241914 	 10.516144284013953 	 17.43225058864999
245 	 10.49930552093576 	 10.522479398143709 	 17.431230921698656
246 	 10.502147789094733 	 10.528804151166712 	 17.429893291284067
247 	 10.504983536643374 	 10.535118512481933 	 17.428238730788276
248 	 10.507811117844478 	 10.541422380831841 	 17.426268365870033
249 	 10.51062883915142 	 10.547715575181119 	 17.42398341331584
250 	 10.513434965621844 	 10.553997826155056 	 17.42138517952728
251 	 10.516227727865335 	 10.560268768158602 	 17.41847505871949
252 	 10.519005329549971 	 10.566527932316164 	 17.415254530898586
253 	 10.521765955496091 	 10.572774740387338 	 17.411725159671487
254 	 10.524507780388136 	 10.57900849982042 	 17.407888589920603
255 	 10.527228978105125 	 10.585228400101421 	 17.40374654535487
256 	 10.529927731599447 	 10.591433510536733 	 17.39930082593608
257 	 10.53260224321775 	 10.597622779560952 	 17.394553305179716
258 	 10.535250745319862 	 10.603795035593624 	 17.3895059273533
259 	 10.537871511006886 	 10.609948989378678 	 17.384160704651016
260 	 10.540462864719744 	 10.616083237630082 	 17.378519714520063
261 	 10.54302319241978 	 10.622196267694902 	 17.37258509744238
262 	 10.545550951028915 	 10.628286462851223 	 17.366359055621505
263 	 10.548044676833621 	 10.634352107809825 	 17.35984385317376
264 	 10.550502992567893 	 10.640391393973916 	 17.35304181845269
265 	 10.55292461343629 	 10.646402423957646 	 17.345955348264344
266 	 10.55530835297652 	 10.652383214823926 	 17.338586912707083
267 	 10.557653129054959 	 10.65833169966556 	 17.33093906023743
268 	 10.559957969855391 	 10.664245727308765 	 17.323014423259224
269 	 10.562222019618206 	 10.670123060004684 	 17.31481572490708
270 	 10.56444454392516 	 10.67596136896524 	 17.30634578787766
271 	 10.566624934282355 	 10.681758227538708 	 17.297607546187944
272 	 10.568762711870487 	 10.687511101822604 	 17.288604060742333
273 	 10.570857530438275 	 10.693217338528557 	 17.279338539628487
274 	 10.572909178349219 	 10.698874149938735 	 17.269814364172095
275 	 10.574917579831292 	 10.70447859575833 	 17.260035121791557
276 	 10.576882795437834 	 10.710027561628932 	 17.250004646678608
277 	 10.578805021747147 	 10.715517734031057 	 17.239727069219438
278 	 10.580684590840134 	 10.720945571181018 	 17.229206874355263
279 	 10.582521970278354 	 10.72630726946912 	 17.218448968795805
280 	 10.584317764308963 	 10.731598724981685 	 17.20745875693816
281 	 10.586072716954467 	 10.736815489689258 	 17.196242225346317
282 	 10.587787717499074 	 10.74195272197563 	 17.18480603567457
283 	 10.58946380865909 	 10.747005131332212 	 17.173157625923114
284 	 10.591102197428903 	 10.751966917253233 	 17.161305319842285
285 	 10.592704268248331 	 10.756831702641607 	 17.149258444097793
286 	 10.594271597784322 	 10.761592462375427 	 17.137027452419943
287 	 10.595805970334059 	 10.766241448099315 	 17.124624055289193
288 	 10.597309392663893 	 10.770770110782964 	 17.112061352787084
289 	 10.598784107070907 	 10.77516902312652 	 17.099353967141436
290 	 10.600232601756169 	 10.779427804478987 	 17.086518170065013
291 	 10.601657617470051 	 10.783535051666403 	 17.073571998610003
292 	 10.603062149165597 	 10.787478279926763 	 17.060535351913952
293 	 10.604449441317339 	 10.791243878956934 	 17.047430059849138
294 	 10.605822975494748 	 10.794817089864116 	 17.034279913437285
295 	 10.60718644833623 	 10.79818200965827 	 17.02111064685896
296 	 10.608543738584453 	 10.801321630307417 	 17.00794986025617
297 	 10.609898862895047 	 10.804217919227977 	 16.99482687199631
298 	 10.611255921007753 	 10.806851947487074 	 16.98177248998957
299 	 10.612619031662254 	 10.809204070764439 	 16.968818694201623
300 	 10.61399226140241 	 10.811254166110233 	 16.95599822679428
301 	 10.615379549260123 	 10.812981924591073 	 16.943344092226607
302 	 10.61678455765477 	 10.814367091858763 	 16.93088789528709
303 	 10.618209924984727 	 10.815388913046762 	 16.918649493403425
304 	 10.619656827398147 	 10.81602604268753 	 16.906631514694244
305 	 10.621125217920943 	 10.816257345770312 	 16.894823347449474
306 	 10.622614393023094 	 10.816063044797332 	 16.883209015928177
307 	 10.62412362794182 	 10.815425848109898 	 16.871775215586144
308 	 10.625652714956422 	 10.814331850915092 	 16.86051738226399
309 	 10.627202310040543 	 10.812771107364789 	 16.849442775077804
310 	 10.628774051063614 	 10.810737849350506 	 16.838570318760773
311 	 10.630371039694031 	 10.808231565068713 	 16.82792682429232
312 	 10.631998720420839 	 10.805258964303459 	 16.817540566014383
313 	 10.633664669823954 	 10.801833711398093 	 16.807435605427287
314 	 10.635377810781087 	 10.797974870952526 	 16.79762766936756
315 	 10.63714756392065 	 10.793705038920576 	 16.788122062564156
316 	 10.638983205148469 	 10.789048685046458 	 16.778913815003932
317 	 10.640893523510137 	 10.78403092554869 	 16.76998985644081
318 	 10.642886758218568 	 10.77867674711426 	 16.761332674521423
319 	 10.644970712751084 	 10.773010573570431 	 16.75292448835806
320 	 10.64715278203612 	 10.767055851648088 	 16.744749211143787
321 	 10.649439906830287 	 10.760834666347861 	 16.736793015723283
322 	 10.651838514418236 	 10.75436744441951 	 16.729044750116834
323 	 10.654354418697633 	 10.747672696788312 	 16.721496240634576
324 	 10.656992665394943 	 10.740766771434753 	 16.714142500119728
325 	 10.659757325649716 	 10.733663618561215 	 16.706981844150615
326 	 10.662651256811225 	 10.726374596870084 	 16.700015905772446
327 	 10.665675868782154 	 10.71890838586161 	 16.69324952185122
328 	 10.668830947507677 	 10.711271093254098 	 16.686690453923664
329 	 10.672114598231806 	 10.703466667438637 	 16.680348898042098
330 	 10.675523363830811 	 10.695497708252379 	 16.674236750547536
331 	 10.679052546730295 	 10.687366712689245 	 16.668366629749887
332 	 10.6826966938581 	 10.679077646802197 	 16.662750733397
333 	 10.686450084662065 	 10.670637481006478 	 16.657399750207865
334 	 10.690306872330835 	 10.662056924145116 	 16.65232225393503
335 	 10.694260279058227 	 10.653349057807755 	 16.64752527559241
336 	 10.69830122808277 	 10.644526653727265 	 16.64301557941841
337 	 10.702418118857677 	 10.635601795600754 	 16.638799661261675
338 	 10.706596842468295 	 10.626585869587373 	 16.634883564767286
339 	 10.710820876779264 	 10.61748956819247 	 16.631272717351862
340 	 10.715071464252762 	 10.608322908369502 	 16.62797178925169
341 	 10.71932787048267 	 10.599095263783152 	 16.62498457746455
342 	 10.723567716372552 	 10.589815410374413 	 16.622313914883936
343 	 10.727767372142 	 10.580491583747653 	 16.619961603632174
344 	 10.731902397620106 	 10.571131546480485 	 16.617928370542202
345 	 10.73594801263023 	 10.561742663002464 	 16.616213839705672
346 	 10.73987957982244 	 10.552331979765897 	 16.614816517614234
347 	 10.743673080338292 	 10.542906308947053 	 16.61373378993314
348 	 10.747305562837566 	 10.533472314326389 	 16.612961931225417
349 	 10.750755548321271 	 10.524036598154721 	 16.612496130172886
350 	 10.754003376236545 	 10.514605787789053 	 16.612330533050756
351 	 10.757031481570879 	 10.50518662077651 	 16.612458307928225
352 	 10.759824597021277 	 10.495786026044964 	 16.612871730467518
353 	 10.762369878040117 	 10.48641119526272 	 16.613562287970655
354 	 10.764656952658974 	 10.477069639371514 	 16.614520797973242
355 	 10.766677901744947 	 10.467769228228159 	 16.61573753882062
356 	 10.768427178252326 	 10.458518214129223 	 16.617202390606714
357 	 10.76990147593344 	 10.449325241995439 	 16.61890498521358
358 	 10.771099558859007 	 10.44019934973903 	 16.620834863796514
359 	 10.772022063085958 	 10.431149961878448 	 16.622981639089996
360 	 10.772671281107016 	 10.42218687821925 	 16.625335158725676
361 	 10.773050936598294 	 10.413320257353087 	 16.627885642186968
362 	 10.773165935715431 	 10.404560588161514 	 16.630623538041995
363 	 10.773022112466752 	 10.395918654971677 	 16.633539244356985
364 	 10.772625988630896 	 10.387405500200988 	 16.636622879687014
365 	 10.771984552907998 	 10.37903238256135 	 16.639864122458423
366 	 10.771105061254078 	 10.37081072868751 	 16.643252126956906
367 	 10.76999486031883 	 10.362752076324593 	 16.646775525427927
368 	 10.768661234940407 	 10.354868007600569 	 16.650422511704896
369 	 10.767111280670859 	 10.347170071700338 	 16.65418100078839
370 	 10.765351801178623 	 10.339669696924615 	 16.658038847978357
371 	 10.763389229760728 	 10.332378092804165 	 16.661984108478755
372 	 10.76122957273409 	 10.32530614355883 	 16.666005308947362
373 	 10.758878372041895 	 10.318464294823185 	 16.670091705167962
374 	 10.756340683872297 	 10.311862436005965 	 16.67423349975938
375 	 10.753621070250759 	 10.305509781047187 	 16.678421999267805
376 	 10.750723600683642 	 10.299414750785141 	 16.682649695718165
377 	 10.747651861763309 	 10.293584860464842 	 16.68691026944535
378 	 10.744408973075734 	 10.288026616027109 	 16.69119851613468
379 	 10.740997608262433 	 10.282745422710377 	 16.695510207255435
380 	 10.737420020685489 	 10.277745509137315 	 16.69984189950889
381 	 10.733678073236247 	 10.27302986948659 	 16.7041907074394
382 	 10.729773272594013 	 10.268600225347328 	 16.708554058316714
383 	 10.72570680766949 	 10.264457007966076 	 16.712929441134683
384 	 10.721479592345856 	 10.26059936056933 	 16.71731416453577
385 	 10.717092311963793 	 10.257025159837086 	 16.721705132245408
386 	 10.71254547274358 	 10.253731055232155 	 16.726098643125493
387 	 10.707839453539677 	 10.250712524903182 	 16.73049022292792
388 	 10.702974560012416 	 10.24796394705191 	 16.734874486024314
389 	 10.697951081722374 	 10.245478684995492 	 16.73924503138826
390 	 10.692769351053197 	 10.243249184480018 	 16.743594369993538
391 	 10.687429802752963 	 10.241267081901064 	 16.747913885737944
392 	 10.681933032435886 	 10.239523322359158 	 16.752193831163982
393 	 10.67627985197076 	 10.238008286716944 	 16.7564233561028
394 	 10.670471340173735 	 10.236711926396815 	 16.760590571552193
395 	 10.664508886935698 	 10.235623904221315 	 16.764682645531263
396 	 10.658394229356166 	 10.23473373851398 	 16.76868592861047
397 	 10.65212947850823 	 10.234030946232194 	 16.77258610281487
398 	 10.645717135945766 	 10.233505179407958 	 16.776368348183627
399 	 10.639160098996676 	 10.233146349030763 	 16.780017515364595
400 	 10.632461654755303 	 10.232944730514879 	 16.783518297755094
401 	 10.625625462802592 	 10.232891046273359 	 16.786855392628187
402 	 10.6186555275569 	 10.23297652284061 	 16.790013646103734
403 	 10.611556161517328 	 10.233192923002541 	 16.792978175235177
404 	 10.604331941643016 	 10.233532556164146 	 16.79573446729004
405 	 10.59698766162956 	 10.233988272906753 	 16.798268457708176
406 	 10.589528283157458 	 10.234553450832871 	 16.800566590919356
407 	 10.581958888471277 	 10.235221975060227 	 16.80261586637977
408 	 10.574284635580375 	 10.235988214818546 	 16.80440387276862
409 	 10.566510716786981 	 10.236846997372924 	 16.805918813381638
410 	 10.558642321391195 	 10.237793580234277 	 16.80714952616933
411 	 10.550684603187328 	 10.238823622163068 	 16.80808550537425
412 	 10.542642652896347 	 10.239933153478747 	 16.80871692828096
413 	 10.534521475553738 	 10.241118545449405 	 16.809034698782092
414 	 10.52632597240661 	 10.24237647872361 	 16.80903051392855
415 	 10.518060926688573 	 10.243703910333313 	 16.80869696383565
416 	 10.509730992371894 	 10.245098038555355 	 16.808027676994335
417 	 10.501340684786502 	 10.246556265215617 	 16.807017517632737
418 	 10.492894371937345 	 10.248076154722712 	 16.805662845070543
419 	 10.484396265508336 	 10.249655389900093 	 16.803961833450717
420 	 10.4758504111012 	 10.251291725118618 	 16.80191484504404
421 	 10.467260678411028 	 10.252982938483436 	 16.79952483418688
422 	 10.45863075317096 	 10.254726786042266 	 16.796797743971464
423 	 10.449964134056238 	 10.256520962375808 	 16.793742839990365
424 	 10.441264139080266 	 10.258363072892202 	 16.790372912214444
425 	 10.432533927071907 	 10.260250623636356 	 16.786704268147037
426 	 10.423776539743352 	 10.262181032943682 	 16.78275645479034
427 	 10.414994968639064 	 10.264151666668301 	 16.77855167361679
428 	 10.406192248286933 	 10.266159894344415 	 16.774113904903277
429 	 10.397371572876374 	 10.268203159028912 	 16.76946781745859
430 	 10.388536429474508 	 10.270279049501832 	 16.76463759836311
431 	 10.379690737195007 	 10.272385361023668 	 16.75964588089594
432 	 10.370838980062311 	 10.27452013109141 	 16.754512960152677
433 	 10.361986322088466 	 10.276681639676275 	 16.749256460212244
434 	 10.35313869558414 	 10.2788683678243 	 16.743891570111394
